comment,likes,author
cantik banget kak yaampun,0,@avriliahy
"Racun kk tasya wkwk aku langsung beli pesen di shopee wkwk... Gk sabar pingin beli eyesdwnya focallure semoga aja emang bagus, maaf telat liat videony wkwk",0,@viochandra9818
Req o.two.o kak,1,@lilianadiy8888
Emng bagus kak merk foccalure aq juga punya semua,0,@erlinervina7338
Syukak banget sama riasannya yang ini ❤😍,0,@nikmachannel8305
"Katanya  mau trial kak kalo mascaranya bagus juga 
Tp aq tunggu2 gaada😪",0,@ainiyatulamanah3692
i don't understand her language yet i'm here because she's so pretty and charming!,1,@연마리
"Kak please dong agak di close up, biar keliatan bgt step by step. Agak keterangan juga, jadi ga keliatan",0,@shenashanum9102
Too bad i thought it was in English loll,0,@katkat222
produk dasar make up itu pada dasarnya sama.....seperti minyak   goreng...di buat oleh satu bahan...yaitu kelapa sawit atau kelapa biasa....kemudian di distribusikan ke pabrik...bimoli...pabrik fortune...forvita.... begitu juga bahan baku make up...dari bahan yang sama...kemudian di merk...in ..viva...mustika ratu...sariayu....masing masing merek menambahkan...resep rahasia mereka...di tambah parfum..olive oil...vitamin.....tapi bahan baku nya sama...,3,@bibiehermawan905
focalur itu ada kwnya gak sih kak,0,@hadidiahadi7398
"Makeup kamu bagus bgt ni. Saya punya youtube channel juga, tapi makeup saya tak sebagus tasya, im so envy😍😍😍 salam dari Malaysia",0,@Yanie_14
Makeup nya kakak selalu membuatku terpesona kak. Berharap bisa ketemu kakak langsung dan di makeup in,0,@wardaaprilia4605
gak mau banyak ngomong.... drtd?????? hahAaaa bebassss,0,@fentirningtyas6432
"Ka cantik benong pingin bngttt di dandanin sama kakak yampun 
# fadilah",0,@Alhabsyyyii
Sangat paham make up wowww i like you,0,@lutfisagita04
"Disini ada yg suka dandan? Nih ada olshop recomended bgt buat cewe dengan harga murah bgt all product dibawah 80 ribu. Dan jual juga brand focallure dan o.two.o original murah dibwh 60 ribu semua kok. Yang penasaran bisa langsung follow aja di instagram = @ladycosmetic_shop
Thanks.",13,@raraferina5644
Keputihan,0,@santiaja9625
Exaited bgt sumpah wkwk,0,@sifaifanafauziah7009
"Kak aku saranin kalo mau beli makeup focallure di @twentydeek aja di situ lebih murah lagi, foundation nya cuma 40’an ribu gitu",0,@gwayne5632
Kak pemenang giveaway yg makeup #horangkaya.      Itu pemenangnya siapa,0,@sastanazella278
"Aku sudah cobaaa....
https://youtu.be/vvurxBGh3YE",0,@lasnidanainggolan9720
Misswaiting.id di shopee yg suka jualan focallure itu ori ga sih?,0,@pinkkittylolita7379
Ka bikin one brand mekeup L. A grli,0,@d.galuhristianti4031
aku jual foundationnya focallure cuma 50rb wkwk,0,@aylee_gna
What language is this..,0,@potati8503
mirip dua lipa kak😁,0,@elenjesslin2672
Ka toutor one brand makeup dari Ranee dong ka,0,@virzabramasetya4831
Kak. Foundationnya kalau dipakai foto bakalan whitecast ngga? Jawab please!! 🙏,0,@jurnalmillenial8253
"Kak, hrus banget nyobain product O.Two.O
Bikin one brand tutorial make up donk..",1,@gloryaputri
"laaah bulan lalu aku beli disini 4 item under 100 rebuuu coba.
COD nunggu ampe 3 minggu krna dri cina. 
tapi pas aku coba pke bgus sih beneran, longlast lagi.
tpi gatau asli apa kaganya yakk yg pasti bagus ajaaa😂😂",0,@ingrinadiana2419
aku pakai 2 produk ini ♡,0,@lian6255
"""Ini aku gak bercanda, ini serius, ini URGENT!"" Ngakak 😂😂",22,@nurrahma4333
"Yang mau beli focallure dijamin ori dan harganya termurah (dijamin) bisa langsung cek ig aku kak yaa : @jastipfocallure_id @jastipfocallure_id
Wa: 082298243331
Line: ridhaanzani",0,@ridhaanzani4834
"Hi which language are you speaking? I am very good at recognizing languages, but I didn’t come up the language you speak. Btw your cute ☺️❤️",0,@saraelise95
Diapain jg cantik,0,@cecilcecil9565
"Harganya ga beda jauh sm wardah&catrice 😅😅😅
Di shopee harganya  lbh murah dr video  , 
Mungkin karna yg beli artis jd di mahalin sm yg jual",0,@tataprinsloo
James Charles meme happen to you tashh just realize😂,1,@rabiasiregar
"Mau manyun mau kayang teteup cantik aja nih :""",0,@putrisalsabilla4691
"Sya,, bagi daftar product make up focallure lengkap buat blajar make up dong yang wajib punya buat praktek,, please",0,@fa_uzanizan3920
Kak tasya coba donk make up ala korea korea gituu,0,@ameliamoe026
"Aku nonton lagi dong kak, padahal ini video udah setahun lalu🙈",0,@chandrakartikadewi2348
Ka  gila nya,0,@Vivo-kf7gf
lebihh cantik maniiss.. kl ga make up ..,0,@riasari689
Belinya dimana kaa???,0,@gilangjeri47
"follow ig zazaa.shop disana ada jual produk focallure!
harganya lebih muraah",0,@itsmesakura6762
Ihh parah kakak cantik banget parah parah parh padahalmekeup nya murah gak sampek aeratus ribu aku bilang mama aku biar mama ku beli produk focalure asyik nih,0,@qvncyyy
wow ceunah 😆,0,@ayuwidalestari5397
aku suka  makeup nya cantik  karna kamu udah cantik,0,@risma9200
thnx,0,@mamidesii
Racun parah,0,@vidiadwiramdani758
Aku juga suka banget focallure😍😍😍,0,@vidiadwiramdani758
This is bahasa indonesia,1,@riskasalsabilla3347
icha salsabilla okeei thank you for answering me ☺️,0,@saraelise95
keterangan cahaya....!😅,0,@isihatiseorgank5357
Videonya ngeracuni aku buat beli. Hmmm,0,@yosarioktarinalestari345
Wkwk sebagus itu ye sya. Dan akhernya udh k pabriknye yaaa dirimuh,0,@andinidini3170
Ya iyalah ini kan produk jualan kamu,0,@nauratazkiyah3881
Putih bngt mukanya beda dgn lehernya wkwkw,0,@novijawatisilegar1267
Kak aku liat di shopee focallure ada yg murah bgt...katanya bs semurah itu krna dr cina langsung...tp ada jg yg bilang kalo yg murah bgt itu kw nya...please dong jelasiiinnnnnn.....,0,@taripj8944
"I placed a big order on Focallure, they didn't send it, so i asked for a refund. When they receive my request, they immediatly sent the order, but they send it wrong, so i couldn't receive it. They sent my order in 3 different packages, without 3 invoices for each part of the order. And without the invoice, i couldn't pay our taxes, so i couldn't pick it up, it was paid from my company. Now they received back my order, and also have my money, and refuse to refund me for my paid and lost amount! I really don't recommend Focallure!!!!",0,@LorenaCiurcu
"Kk di setiap vidio kk,  kalo menurutku yang ini cantik bett 😍😍😍",0,@yulisaamenodj7631
Focallure itu made in china,0,@eliamcou
FOCALLURE INI HALAL GA?,0,@divatsalitsa300
"“ sumpah ini bagus loh ,ini produk apasi kok murah banget ya “ haha lol",0,@afrikaan23
cocok bgt buat ke acara nikahan tu kak...,0,@restywike6050
wowww ni msih terlaluuu terang ya😂😂😂,0,@robertgaming6667
Kak tasya itu cahaya kameranya atau fondition nya yang keputihan ya,0,@rismalutfiyas2248
Auto beli ni ka wkk,0,@butteryourcroissants66
kak kok keputihan ya foundie nya 😂,0,@cintyabella2381
Kak di @ladylipstickque lebih murah kak,0,@louisagrizella
Yg baru nonton 2018????,0,@pujajuwita3587
"Dari ketidaktahuan focallure dari mna, sekarang mau collab buat makeup bareng sama Fpcallure:''')",0,@marlywalalangi4637
"gamau banyak komentar, tapi ngomong mulu:( huh untung cantikkk",0,@annisarizky9015
"Jgn julid deh,😂",0,@vidiadwiramdani758
Cantik bngt kaa,0,@annisaputriii7185
Aku kaget karna keputihan tapi nonton sampai habis kenapa kecantikan 😂,0,@andiwulans1865
Agak silau gitu kan jg kak tasya putih di tambah foundisyen heheh,0,@raissatvkawaii27
Makasih sudah recomended buat seserahan yg overall murah. 😚😚,0,@etka-yb1ku
Make up ala amerika gtu,0,@amegaard3484
Focallure di taiwan lbh mrh lg kk,0,@soffiazahra8190
Mau kemana si makeup nya semua bold banget.. Gada yg santuy.. Santuy napaa,0,@Momo-td7wj
lehernya ngapaing nggak di foundation,0,@airry4004
"mmg focalure produk import bagus banget ,  dan sya pemakai produk ini dan mnjualnyaa . jika ada yg minat followme @prilaprilprile harga di jamin di bawah 100.000",0,@prilaprilprile2342
pengen beli😁,0,@yuliantiyulianti9208
Kaya dua lipa 😀😀,0,@echarezahidayat2121
cantik batt awlloo,0,@cece5964
TIM 2018 NONTON 2KALI,0,@deliamulyanti3525
"Aku udah coba highlighter n blush on nya kak emg bner""bagus banget..
Temen""pada nanya harganya brp ps aku kasih tau pada gk percya
Hhh
Ketagiahan pngen beli yg lainnya lagi dr focallure",0,@yafacomchannel6302
Cinta eyeshadow nya 😂,0,@nelnela9220
Gara2 video ini dunia jadi tau focallure wkwk,0,@alittleyehetandyohorat7365
Maybelline push up drama kalo kak soalnya aku juga beli yang terbaru itu,0,@bbry87
ka focallur ada kw nya apa gak ya,0,@ninaazhari11
"Taraaaa akhir ea ada juga yng tutorial pake focallure
Aq makeup'n pngntin pke nya ini ok bngt",0,@acikwil5095
Pas kak tasya bilang jam 12 malem aku refleks langsung liat jam juga dan ternyata 30 menitan lagi jam 12 malem coy 😂 kok agak horor ya 😆,0,@ekalestari9169
Make up.pengantin pake ini semua apa ada yg mix mbk,0,@khanzaafiyah7610
Klo mw beli focallure tu dmna sih... yg sekiranya asli... kok aku liat d olshop bayak yg harganya ga masuk akal gt... kyk 20rb tkut nya bodong,0,@lenyagustus8403
Gaea gara video ini aku jadi borong produk focallure d shopee,0,@mutyaaulia2635
udh kek pake kamera hp xiaomi,0,@widiawulansari5434
Sukak deh sama tutorialnya...pake banget malahh..😍😍,0,@gacha_klatisyajulia216
2018 masih worth it??😂😂😂,0,@jeonjungkook-ze5tz
"Maaf makeupnya bagus tp untuk yg suka makeup jangan lupa lehernya jg biar ga beda
Warna muka dan leher kalo di poto belang maaf ya",0,@pocutsoviecut9902
"ada yg sudh beli focallur?  hrgnya lbih murah dri ka tasya ngga.  soalnya liat di shopee bnr"" murah bgt jauh sma yg ka tasya sbutin tdii. orii ga yaa",0,@ikhsantiindahsari8069
dan akhirnya sekarang ka Tasya bsa ke pabriknya langsung,0,@mithaprischylia9157
Yang katanya focallure abu2 bener gak sih?,0,@sieland7429
"bagus sih ka tapi di itung""semuanya 1,115 😂😂😂",0,@selfinadamayanti8666
wah gilaseeeeh dari dulu2 udah sering liat focallure di shopee cuma takut bgt belinya gara2 shock aja ada makeup semurah2 ituuu wwkw sekarang ngeliat hasilnya bagus gile cuyyy jadi pengen beliiii wkwkwk,0,@sugarwipy
"Tanya dong, kalo focallure yg po dari china tuh beneran ori apa fake ya? 
Soalnya di shopee murah2 banget, foundation cuma 30 rb an 😱
Jawab dong yg tau",0,@knisah6974
"Nonton video tasya aku jdi Pengen banget beli semua produk focalure,,
Tasya keren banget make upx
Jdi tambah ngefans dah,, 😘😘😘😘😘😘😘😘",1,@Qalby86mamamialezatos
"Cantiikk????
Ka cara mekup kulit saomatang  gimana yahhh????",0,@yantimandacan8640
Dan akhirnya CEO Focallure langsung kaya raya sekejap setelah video ini diupload 😂😂,1,@einesyaflow
Kak plis bikin makeup set,0,@arkiwahyu6922
Harga makeup foccalure lengkap cuma habis 400ribuan kak.. aku baru aja beli😂,0,@kapanlangsing
"ka lightingnya keterangan deh,jadi gajelas aku liat pas di aplikasiin ke wajahnya",0,@lelanurlaela6051
Ka coba pake peroduk oriflame ka,0,@enengonih2208
Suka banget ngeliat video ini berulang ulang krn reaksi kk tasya 😁😁,0,@dianahutabarat32
Leny Agustus 20 ribu itu apa sis? Focallure memang harganya trjangkau loh,0,@liskarony1561
Beli di website nya ajja langsung,0,@Nuevirgio710
"Baru liat video ini wkwk.😭😭 Dan langsung beli focallure, banyak bgt cuma habis 500rb an, murah bgt😭😭😭 racun kak😭😭😭😭😭",3,@alvionyvio
"Focallure skrng udh dijual di c&f botani square,  bogor",0,@savanthiemakagiansar7809
"Kalau udh gak kepake bisalah d ksih aja sma yg membutuhkan,  drpada nnt mubazir,  gua yakin bnget klau ka tasya pnya bnyak kosmetik 🤣🤣🤣🤣🤣😂",0,@ArdinameccaArdinamecca
"kak, di menit 9:08 ""eyeshadow yg dibilang bagus sebelum2 ini, lewat semuanya"" , tapi daily ttp pake merk lain yg lebih mahal diatas focallure atau focallure yg dikata bagus banget, tp murah ?",1,@annishagusti6560
Aku baru tahu kalau consealer mamah aku brand focallure,0,@shofiaazzahra9961
cuwantikkkk😍😍😍😍,0,@faradillaanggi9230
Di shopee murah masaa:(,0,@najlarahmadina9856
Aku bli fondi ny 30k,0,@najlarahmadina9856
aku bli di shofee .  murah murah bngt .  lebih murah dr tasya sebutkan,0,@anarosdiana8592
"mirip bella swan ,di film twilught",0,@izmiazhry7735
cek instagram @leni_homeshop kak jual focallure,0,@leniwast2415
"Hai semua.... Cek website nshop25.com 
Banyak produk focallure yang lgi diskon lho 😍",0,@nurulq1429
kak behel nya bisa di lepas gaaj,0,@masniahmasdar3217
"Ok produk nya bagus, tapi ketahanan nya gimana tas?
Test dong",0,@findareidhita9907
Aku gak bilang ini semua rekomended tapi ini semua rekomended 😂😂😂,0,@michiajadeh
"Halal ga, yaaa ?? At least ada logo halal MUI (Indonesia) atau halalnya MUI (International), ga ??",1,@sanriodi7850
2018 kak.. Mna suaranya yg lain🙋🙋🙋,0,@gajahkuru853
"Kamu cantik biar gak make up. Tp Sya...review produk kita ding....coz dari pada ngelakuin produk  china, knp gak pake produk kita aja yg aman dan jelas halal.",0,@meisarah1910
"Ka kebanyakan ngomong😂😂 tapi mantaps ka, aku juga pake focallure harganya terjangkau🤗🤗",0,@styfardianti
Review produknyah oriflame dong kak tasya..yg giordani gold atau the one nya gitu ..pengen tau hasilnya kakak,0,@tingtungchnl7810
"@iqbal indradinata di Shopee Banyak yg jual😁😁 aku 500rb dapet bedak padat, loose powder, lipcream 2, concealer 2, foundie 2, pensil alis, blush on 2, eyeshadow,primer,set brush sama beauty blender 😆😆😆",0,@alvionyvio
Aku jual ka silahkan yg mau bisa cht 085711675131 kalau gak cek fbku Deti rojabiyah,0,@jakaorgan1874
http://bit.ly/2RXgTe2 use this link to get discount from Focallure.com,0,@alicetwine
"Ko terang bgt sih kak 
Jadinya terlalu putih mukanya",0,@windas.ekasari4618
PIG MAN,0,@neurolgin799
Ka terlalu banyak ngomong jadi ga fokusss,0,@mayaika3513
endorse geto loh..,0,@aanabdillah8218
Punyaku yg shade no.3 sm no.4 rata2 😂😂😂,0,@diyen_aniroz
pake bulu mata palsu kak🤣,0,@zahrareac639
Tipe make up andalan orang arab..,0,@puriberharapan8356
Ini channel beuty atau lawak sih kakk .. ngakak beut dah 😁,0,@rarayaya9692
"Lebih murah kalo beli dishopee ka, barangnya dikirim dr cina langsung haha cucok meong bagi yg mau makeupan harga merakyat💜",0,@bellanrzh9910
"Ka tasya diapa2inn ttp cantikk
❤💏💏",0,@novadwiirnawati9808
"Gw sering nonton beauty vlogger, tp gada yg buat gw nonton sambil ngakal so hard kaya channelnya tasya, udah cantik, hiperaktif pula 🤣 tp sumpah gw suka bgt m tasya farasha 😍",0,@Akusiapaa-z
Kakak cantik banget,0,@naura112
Aq beli brang dirim dri china harga lbih murah hmpir separonya,0,@dalienwu2132
Emang parah focalur eyeshadow tropical wuiiiiih.... Pigmetd......,0,@nunikandriyani9347
"Kak tasya nanya di detik 4.32 "" ini produk apa sih"" kan kak tasya yg review masa gk tau itu produk apa wkwk 
Hanya bercanda yaa kak 🙏",0,@vanyacherry8494
"Serius aku kemren juga liat"" di aplikasi perbelanjaan dan dikirim dari luar negri tapi harganya murah"" sempet gak percaya kalok bagus. But aku liat youtube kaka kok kliatan bagus jadi pengen beli jugaa😍😍",0,@kumalalestari1139
Overlight,0,@sitiulfahfadilah5872
Ini mbuktikn klau cantik itu ga harus mahal. 😊😊.,3,@cherlintanashlint925
"Kak kok aku nyobain ga cocok d muka aku malah lose powdernya, lipcream nya lengket bgt :(",0,@elsatrianasukandi480
"Kak kok aku nyobain ga cocok d muka aku malah lose powdernya, lipcream nya lengket bgt :(",0,@elsatrianasukandi480
Itu foundation nya keputihan ato lightingnya keputihan? :(,0,@angelicayovina4309
Cocok gak sii buat kulit berminyak?,0,@ZyahFauzia
Ku menyesal baru melihat video ini :( knp g dari dulu gt,0,@citrahayuningkinasih1670
Gw baru beli focallure ultra chic lips yg 07. Sumpah gw suka bgt warnanya.,0,@debzora7009
Foundation foccalure 95rb!! Mahal bgt! Aku beli di malaysia kynya ga nyampe 30rb dan itu ori,0,@dianratnasari4641
Aaaaaaaww 😍😍😍😍,0,@diansunras8558
"Selalu nonton,,,  suka bgt,,, cantik bgt kk",0,@Putri-wj5zv
Keren cantik loooo,0,@pangeraniwan4721
kayanya  terlalu silaw 😂🙏,0,@liatriana_
gue ga ngerti lagi lu cantik banget kakkkkkk,0,@srirahmadewi9692
"Gue nyari komen total harga, pusing scroll gk nemu2 akhirnya ngitung sndiri,.😂",0,@adelwishkamila713
Keren bgt 👍🏻 q pake juga kak...,0,@Griyalopeu
"hallo ka tasya farasya, aku udah tonton video kaka nge-review tentang prodak focallure wah murah murah ya ka 😍 tapi ada juga loh ka prodak flormar kalo ga salah brand itali dia murah murah juga loh ka, aku liat ada eyebrow berbentuk spidol dari flormar , review dong ka cara gunain prodak eyebrow itu aku mau tau caranya 😂",0,@fajrianacitra30
Otw semua produk make up ku focallure😍,0,@aurafamilly
Kek orang barat 😂 cantik kali 😊,0,@arvittaregita1801
https://youtu.be/bfLvRagNziU,0,@dellahardi4034
"Kak, Focallure tahannya kira2 brapa lama yah? Dan cocok untuk makeup mua gak?",0,@nuralfatihani9664
"Makasih ya...rekomen tuk prodak yg bagus donk,",0,@inasirandan2201
Bingung gkbisa makeknya 😄😄😄😁😁😁 biasanya cm bedakan doang,0,@mamabelalatifahrico9606
Tasya ceria farasya,0,@Akumautau88
cantiknya kak tasyaa😍😍,0,@TVnaura
Kak aku beli online dari cina lebih murah foundation cuma 34ribu loose powder juga cuma 25ribu,0,@istiyaulkharimah3953
sekilas mirip avril  lavigne,0,@nuryantonuraini9302
Halal ga? Dr cina soalnya,0,@mpokpia57
"Setelah berkali-kali nonton video ini akhirnya q keracunan dan malah jadi jualan produk"" dari focallure
Cek ig @safar_shop_
Maaf malah numpang promo ka tasya 
#racunfarasya",2,@playwithme4392
kak klok kita pakek fondation warnanya lebih cerah dari mu kita apa samain aja sama warna kulit kita plis butuh respon kk,0,@dirarara10
bagus,0,@JuliantoSoeroso
"Kak tasya, kalok pake highlighter tanpa fondation atau base make up lainnya bisa gk kak? Soalnya wajah sensitif gak bisa kaya kak tasya yg full coverage gtu. Tolong sarannya ya kak.",0,@ketuthingkie5201
"Setting lighting nya terlalu lebay 
Jadi gk keliatan pas dia nunjukin make up nya ke kamera nya 
Mungkin ring light nya terlalu terang kli yahhhh maybe",0,@dilahfadilah5632
Jd pengen beli produknyaa kaka udh ngeracunin gtu pake produknya yaa ampuuun..,0,@aghniafabiancarachmadinabh9215
kak aq blh nnyak ndak itu prodak apa aja yg hrs di bli,0,@zhakariaal-anshory6155
mirip bu ala bgt kak,0,@beliaany322
aduhh kepala gw sakit...karna Racun...kaya ada Bisik Bisikan #BELITUMAKEUP#😨,0,@jengkol187
Aku suka focallure harganya mumer juga 25rbuann💖💖💖,0,@dillanatalia9991
Masuuk pak eko 😍😍,0,@sittifathimah1095
Jadi galau sumpah pingin coba brand make over atau brand focallure ini.🤕,0,@ridafarida4454
Aku gamau banyak omong 😄,0,@sofinuraini5249
GILAAA MURAH BGTT!! 😩😭,0,@mayasalsabiil7921
jadi inget bioaqua yg copycat skinaqua,0,@laraswidyas3301
gara2  dek tasya blg eyeshadownya bagus... saya jd beli langsung wagelaseh... racun syekalee hey... gak sabar nunggu paket uwuwuwu,0,@auxxytv
"""Pengen jd ownernya focallure"" 
Ya bisa aja lah sya 😂",8,@anitayulia1722
Lengkap sudah aku beli produk focallure.. gara2 racun dunia ini.. wkwkwkwkwkw..,0,@talitakum9397
"Di shopee focallur harganya lebih murah dibanding kk tasya sebutin, tapi emng bagus produknnya",0,@sakiakumala1480
Eyeshadow palette nya focallure daebak,0,@diandradee1853
👍👍👍,0,@QueenHouseBeauty
RACUUUUUUN PARAHHHH,0,@ocktaviyanti4642
itu kakak pke bulu mata apa gk ya??,0,@rahmiati7000
Itu TAHAN LAMA GAK YA KAK?????? TOLONG DI JAWAB SOAL NY MAU BELIIIIIII,0,@inaputrisahaja4356
Mau tanyaa ini produk focalur endors dari produsen focalur atau ka tasya beli ya soalnya aku mau buat skripsi mengenai video ini trimakasih yg tau mohon bantu jawab ya 😊,0,@galihmakeupartist
Gw ga demen bgt ngeliat muka nih cewe. Kata gw mah mukanya serem kyk vampire. 😬,1,@dinasibuea1499
Cantik sih cantik tapi tebelnya minta ampun,0,@desriwahyuni2167
Pernah kena tipu beli on9???,0,@ibuhafizah9647
"Jam 12 ku nonton ini gara2 lihat snap kamu,gilakkkk sukaaa bangetttt ❤️❤️❤️❤️",0,@indahdstwt
"Teramat sangat racun pake banget2 sampai2 di online shop gw selalu nyari produc2 focallure terus menerus di karenakan gw melihat Barbie farasya pake produc focallure.... Dan gw teracuni, dan gw kefikiran terus menerus saat gw blm beli, dan skrng ahirnya gw beli juga lroduc focallurenya ,  kalaupun barangy blm sampe hahaha",0,@heruayuofficial2022
"Ka tasya aq pake fondation focalur tp bedak tabur marck sm bedak padat wardah... tp klo keringetan kp retak2 yah? Jadi kaya nimbul gitu dempulan.a.. oudor jg pecah2 gitu ...di tap pelan pake tisu krn kringetan eh luntur😅 jd hilang gitu...pdhal dh pke seting spray mineral botanica... 
Salah dmn y ka? Solusinya donk😭",0,@rahmawatinanda247
kok jadi mirip sama dualipa yaa,0,@mitaputry5111
Dan sial nya gw nonton vidio ini mesti jam 12an 😑,0,@haleciyen
beli dmna ka?,0,@astip.melianasari9618
Cek olshop ig @belangibeauty.store,0,@hongkitaemin
"aaa telat aku tonton nya,  dan ga nyesel aku beli set focallure. ternyata ka tasya sukaaaa....... hahhaa hubungan nya apa 😂",0,@aprillianiayu6806
Katasyaa foundation focallur itu full coverage ga??,0,@MiftahulJannah-wd1zv
Yang mau beli all product FOCALLURE 💯 ORI bisa WA: 085778612112,0,@annisaazzahraputri1338
Mmng asli cantik Non Tasya...😘😘😘,0,@aclaefendy9131
"❤❤❤selamat datang di toko kami ,kami jual produk focallure termurah.❤❤❤
❤❤https://shopee.co.id/shop/69014697/❤❤",0,@katherinecass1666
Kak Tasya itu beli dimana,0,@windatria8816
Hah jam 12mlm hih.........   Tatut 😮😮😮😮😮,0,@yoyoprayogie6700
Kak perasaan aku keputihan 😅😅😅,0,@yoyoprayogie6700
kami jual 100% ori produk focallure   https://shopee.co.id/shop/83032808/    selamat datang toko kami.terima reseller dan dropship.,0,@kevinsitar8677
cansssss😍😍😍,0,@dindaaja2971
"Apa cuma gw yg gak bosen nonton ini?
Waktu pertama kali tau focallure ya dari kak Tasya wkwkwkwk",0,@adveniasabiana3803
"Akhirnyaaa, aku emang syuka banget sama eye shadow focallure 😍",0,@dwisetyorini5509
"amazing cantik bgt. .

Subscribe my happy vlog",0,@TheHana88888
Tasya tolong rekomendasi kan bulu mata lokal yang bagus untuk full make up,0,@mentaripagi5019
😹😹😹😹😹,0,@vivia4675
"aku gamau terlalu ngomong, tapi tetep aja ya kak , auto ngakak😂",0,@nurulandriani2752
dilarang gosip makeup kak 😆,0,@niketutsinarsih9168
Racunnya kenceng 😭😭,0,@theresiafebrian5154
Ini tmn nya ricis bukan,0,@bii_yah1330
"[PO FOCALLURE ORI CHINA]

Hey Girl! (girl) Pasti tau dong Brand Focallure yang lagi hist ini.  Sering banget di review sama beautyvloger itu loh, yang Eyeshadownya pigmented banget itu ! Lagi Ada Open PO nih buat kamu kamu yang ingin banget punya produk dari Focallure ini.  Ets, jangan takut sama harganya girl. Dijamin MURAH BANGET!!  
1. FOCALLURE18 Shades Full Function Pallete (Twilight) : 150K (harga asli 300k) 
2.FOCALLUR Palette Blush on/ Highligther 3 color: 45k (harga asli 70k) 
3. FOCALLUR Makeup Powder : 50k (harga Asli 127k) 
4.FOCALLURE Eyebrow Pencil Waterproof : 35k (harga asli 60k) 
5.FOCALLURE Shimmer Bronzer Highlighters Powder: 50k (harga asli 80k) 
6.FOCALLURE New Pressed Makeup Powder  : 80k ( harga asli 127k) 
7.FOCALLURE Makeup Mate Liquid Lipstik : 65k (100k) 
8. FOCALLURE Face Highlighter Stick : 50k (100k) 
9.FOCALLURE Palet Blush On : 45k (harga asli 85k) 
10. FOCALLURE Triple Lip Crayon : 65k ( harga asli 115k) 
11. FOCALLURE Stick Concealer : 75k ( harga asli 161k)
12. FOCALLURE 9 Colours Shimmer Matte Pigment Gliter : 65k (126k) 
13. FOCALLURE 20 Colours Eyeshadow Palette Glamorous  Smokey : 145k ( harga asli 231k)  
14.FOCALLURE Mascara Volume Express : 55k(harga asli 88k) 
15.FOCALLURE Pigment Waterproof Face Contour Concealer : 30k (harga asli 45k) 
16. FOCALLURE  BB Cream : 65k (harga asli 104k) 
17. FOCALLURE 18 Colours Pallete Eyeshadow : 120k ( harga asli 198k) 

Gimana Girls,  murahkan produk Focallurenya.  Kok murah sih sist?(wah) Aman engga nih? 100% Ori ya Girls, karena aku ambilnya langsung dari Chinanya jadi murah, aku sendiri aja pake loh. Ayo buruan pesen produk Focallurenya! Dijamin Tidak Menyesal! (sedih) 

PERIODE PO :  6 Agustus - 12 Agustus 2018
Barang sampai: kurang lebih 2 minggu setelah tanggal 12 Agustus 2018 ( Maklum langsung dari china ya!) 

(Circus Tent)COD daerah IPB Dramaga dan IPB Baranangsiang
Luar dari itu pengiriman Via JNE yaa! 

Ada Promo Khusus lagi nih:

(wah)Beli 3 Produk apa saja diskon 10k(berlaku kelipatan). 
(wah)Beli produk senilai 300k gratis ongkir 20k .

(ASAP)(ASAP)(ASAP)Ayo tunggu apalagi,  buruan pesen sekarang juga!!(ASAP)(ASAP)(ASAP)

Detail&informasi barang silakan PC ya. 

(line)beatlefreaks
wa: 08164640552",0,@krismandyawardani8545
Cek olshop ig @belangibeauty.store aku beli disituu,0,@hongkitaemin
"Artisan sis, atau ardell",0,@hongkitaemin
Sumpah cantikkk bngt SUBHANALLAH .... 💞💞💞,0,@ronirahma7430
Racun bgt kaaaa 😍,0,@Jienamorolls
harga segitu jg mahal kak. buat aku yg uangnya gak berlebih,0,@nianazariah9501
"kak tasya, itu kalo aku totalin smw produk make up yg kk pake, totalnya tembus 1,1 jt'an wkwk",0,@imnitami
That foundation is too light,0,@diafariha770
Ketika lagi nonton tasya dan muncul iklan tasya,0,@aslnabb125
Kaya pake behel deh iya ga sii,0,@evaarianti5806
Sy suka banget sama matanya 😍😍,0,@fye-4y
Summmpahhhh😗😗😍😍😍cantiknya,0,@ranifulkarisma7157
"Apa cm aq aja yah yg malah fokus ama tasya nya bukan ama produk yg di bahasx 😁 
Aq terpukau wajah bulenya,,, km asli bule atau gmna ? Kok fasih bnget ama bhs indo,, maaf soalx aq baru aja pertama nonton vlog km",0,@noerimam6367
Untuk kakak2 yang nyari produk focallure di sy ada silahkan WA.082120385370  IG.focallure189  web.www.fashionratna.com,0,@aryanurhakim4
izin share kakak cantik..,0,@aryanurhakim4
"kemahalan itu harganya , padahal aslinya lebih murah parah 😥😥",0,@nonamardiana8380
"""Dia ga kaya batu kerasnya"" 😂 wkwkwkwkwkwkwk ngakak kak",1,@Cherishyoongi
Omg iklan ya asli serius keren,0,@ruslilubis6609
Ka itu kliatan putih bgt gak sih kliatannya?,0,@Ndaandroy
Belajar? Belajar apa kak?,0,@AlifaIzzatii
Cek ig olshop aku @felanckll aku jual focallure original lg promo loh,0,@melaniano
Kak minta hylyter rainbow nya dong,0,@enyistiana4977
Kak bkin video make up with kak tasyi dong,0,@diantiputri3981
"Kok kaya bencis kak:v
Mukanya keliatan strong banget 😭😭",0,@devits1416
Bagusan mana kak sama make over?,0,@rianirfan4141
Mirip dualipa :),0,@el5052
